io15,io16,SR1A,SR1B,SR1C,SR1D,SR1E,SR1F,SR1G,SR108A,SR108B,SR108C,SR108D,SR108E,SR108F,SR108G,SR108H,SR119A,SR119B,SR119C,SR119D,SR119E,SR119F,SR119G,SR119H,SR119I,SR119J,SN6,SN7,SN15,SN16,DE12,DE32_1,DE32_2,DE32_3,DE32_4,DE32_5,DE32_6,DE32_7,DE32_8,DE32_9,DE32_98,DE32_99,DE33,DE34,DE35,DE36
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,5,3,4,4
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,1,1,3,2,4,1, , , , , , , , , , ,4,2,3,4
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,2,2,1, , , , , , , , , , ,4,2,2,4
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,5,5,5,5, , , , , , , , ,1,5,1,8,1,5,5,5,5,1,8,1,1,1,4,1, , , , , , , , , , ,4,3,4,3
16,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1, , , , , , , , , , ,3,1,2,3
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4,1,1,3,1, , , , , , , , , , ,4,2,4,4
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1, , ,4, , , , , , , , ,1, , ,5,4, , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4,1, , , , , , , , , , ,4,2,4,3
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,5,5,5,5,5,5,5,5, , , , , , , , ,5,5,5,1,5,5,1,5,5,1,1,1, , ,4, , , , , , , , ,1, , ,4,4, , 
21,5,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,4,3,1,1,4, , , , , , , , ,1, , ,5,4, , 
21,5,5,5,1,1,1,1,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3,1, , , , , , , , , , ,4,2,4,2
21,5,5,1,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,1,4, , ,4,1, , , , , , , , , , ,4,3,1,3
21,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1, , ,4,1, , , , , , , , , , ,3,2,2,2
21,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,2,2,3, , , , ,1, , , , , , ,4,2,2,2
21,5,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,3, , , , ,1, , , , , , ,4,2,1,2
21,5,5,5,5,1,1,1,1, , , , , , , , , , , , , , , , , , ,1,1, , ,1, , , , ,1, , , , , , ,1,1,1,1
21,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,2,3,3,1, , , , , , , , , , ,5,3,4,4
21,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1, , , , , , , , , , ,4,2,2,2
21,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,1,1, , , , , , , , , , ,4,1,1,1
21,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,5,5,1,5,1,1,1,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3, , , , , , ,1, , , , ,4,2,3,1
21,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,1,1, , , , , , , , , , ,5,1,1,1
21,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,5,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,1,1, , , , , , , , , , ,4,1,1,1
21,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1, , , , , , , , , , ,4,2,2,2
21,5,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2, , , , ,1, , , , , , ,4,2,2,2
21,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4,1, , , , , , , , , , ,4,4, , 
21,5,1,5,5,1,5,5,5, , , , , , , , ,1,1, , , , , , , , ,1,1, , ,2, , , , ,1, , , , , , ,3,2,2,2
21,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,5,5,5,5, , , , , , , , ,5,5,5,5,5,5,1,5,1,5,8,8, , ,2,1, , , , , , , , , , ,4,1,1,1
16,3,5,5,5,5,5,5,5, , , , , , , , ,5,5,5,5,1,5,1,5,5,5,2,2, , ,3,1, , , , , , , , , , ,4,2,1,1
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,8,8,8,8,1, , , , , , , , , ,1, ,5,8, , 
16,3,5,5,5,5,5,5,5, , , , , , , , ,5,5,5,1,8,5,1,5,1,5,8,8,1,1,1,1, , , , , , , , , , ,4,2,1,1
16,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,8,8,1,1,1,1, , , , , , , , , , ,5,4, , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,4,1, , , , , , , , , , ,4,2,1,1
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,1,1,1,1,1,5,5,5, , , , , , , , , , , , , , , , , , ,8,4,1,1,3,1, , , , , , , , , , ,4,2,1,1
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,5,8, , 
16,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,8,8, , ,4,1, , , , , , , , , , ,5,4, , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,8,8,8,1,4,1, , , , , , , , , , ,5,8, , 
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,2, , , , , , , , , ,1, ,4,2,2,2
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,8,2,4, , , , ,1, , , , , , ,5,2,2,8
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,3, , , , ,1, , , , , , ,5,1,2,3
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,1,1,4, , , , , , , , ,1, , ,5,4, , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,4,4, , , , ,1, , , , , , ,4,1,1,2
24,4,1,1,1,1,5,1,1, , , , , , , , , , , , , , , , , , ,1,1, , ,4, , , ,1, , , , , , , ,2,1,1,1
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,4,4, , ,4,1, , , , , , , , , , ,4,2,2,2
16,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,3,1,1,3,1, , , , , , , , , , ,5,2,4,4
16,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1, , , , , , , , , , ,3,2,2,2
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1,1,1,3,1, , , , , , , , , , ,4,2,4,8
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , ,1,1, , , , , , , , ,2,2, , ,2,1, , , , , , , , , , ,4,2,3,3
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,2,2,2,1, , , , , , , , , , ,5,8, , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,2,1, , , , , , , , , , ,4,2,1,4
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1, , , , , , , , , , ,4,2,3,3
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1, , , , , , , , , , ,4,3,3,3
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1, , , , , , , , , , ,4,2,2,1
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,1,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,2,2, , ,2,1, , , , , , , , , , ,4,2,1,3
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,5,5,5,5,5,5,5, , , , , , , , ,1,5,5,5,5,5,5,5,1,5,2,2, , ,1,1, , , , , , , , , , ,5,2,1,3
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,1, , , , , , , ,1, , , ,4,1,1,1
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,3,3,3
4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1, , , , , , , , , , ,3,2,3,3
5,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4,1,1,3,1, , , , , , , , , , ,4,4, , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4,4,3,4,1, , , , , , , , , , ,4,3,4,4
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,3,1, , , , , , , , , , ,2,2,1,1
11,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,2,2,2, ,1, , , , , , , , , ,4,2,3,2
11,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,2,1, ,1, , , , , , , , , ,3,1,1,1
11,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,8,1, , ,1, ,1, , , , , , , , , ,4,2,8,8
5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,2,3, ,1, , , , , , , , , ,4,1,1,1
11,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,1,5,5,5,5,5,5,5, , , , , , , , ,1,5,8,1,8,5,1,5,8,8,4,4, , ,3,1, , , , , , , , , , ,4,2,8,8
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,3,1, , , , , , , , , , ,4,2,1,3
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,3,1,1,4, , , , ,1, , , , , , ,4,4, , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,4, , , , , , , , ,1, , ,5,4, , 
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,4,1, , , , , , , , , , ,4,2,2,2
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1, , , , , , , , , , ,3,2,2,2
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,1,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,2,1, , , , , , , , , , ,4,2,2,2
12,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2, , ,2,1, , , , , , , , , , ,4,2,3,3
12,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,1,4, , ,2,1, , , , , , , , , , ,4,1,1,1
10,5,1,5,1,5,5,5,1, , , , , , , , , , , , , , , , , , ,1,2, , ,3,1, , , , , , , , , , ,4,2,2,2
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,3, , ,4,1, , , , , , , , , , ,4,2,4,4
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,3,1, , , , , , , , , , ,4,2,2,2
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,4, , , , , , , , ,1, , ,5,4, , 
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,4, , , , , , , , ,1, , ,4,4, , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,4, , , , , , , , ,1, , ,5,4, , 
10,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,3, , , , , , , , ,1, , ,5,3,3,3
10,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,2,4,1, , , , , , , , , , ,4,2,2,3
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
