io15,io16,SR1A,SR1B,SR1C,SR1D,SR1E,SR1F,SR1G,SR108A,SR108B,SR108C,SR108D,SR108E,SR108F,SR108G,SR108H,SR119A,SR119B,SR119C,SR119D,SR119E,SR119F,SR119G,SR119H,SR119I,SR119J,SN6,SN7,SN15,SN16,DE12,DE32_1,DE32_2,DE32_3,DE32_4,DE32_5,DE32_6,DE32_7,DE32_8,DE32_9,DE32_98,DE32_99,DE33,DE34,DE35,DE36
26,4,1,5,5,1,5,5,1, , , , , , , , , , , , , , , , , , ,1,2, , ,4, , , , ,1, , , , , , ,4,8, , 
26,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,5,3,4,4
8,1,5,1,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3, , , , , , , , ,1, , ,5,4, , 
8,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,3,1, , , , , , , , , , ,4,3,4,4
8,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1, , , , , , , , , , ,4,2,4,4
8,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,3,1,1,3, , , , , , , , ,1, , ,5,4, , 
8,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,4,3,4,4
8,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , , , , ,5,3,4,4
8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1,1,1,3,1, , , , , , , , , , ,4,3,4,4
8,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2, , ,3,1, , , , , , , , , , ,4,1,1,1
8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2, , , , , , , , ,1, , ,5,3,4,4
8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,3,4,4
8,1,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,1, , , , , , , , , , ,3,1,1,1
24,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,3,3,4, , , , , , , , ,1, , ,5,4, , 
17,4,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,1,2, , ,1, , , ,1, , , , , , , ,1,1,1,1
21,1,5,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,5,3,3,3
17,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,3,3,3
24,1,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,1,1, , ,2, , , ,1, , , , , , , ,4,1,1,1
21,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,2,3,1, , , , , , , , , , ,4,3,2,2
8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3,5,5,5,5,5,5,5, , , , , , , , ,1,5,5,1,1,5,8,1,5,5,1,1,1,1,3,1, , , , , , , , , , ,5,3,4,4
8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3, , , ,1, , , , , , , ,4,1,1,1
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4,1, , , , , , , , , , ,4,3,2,2
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,1,1,1,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1,2, , ,4,1, , , , , , , , , , ,5,2,4,4
8,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1, , , , , , , , , , ,2,2,3,2,3,1, , , , , , , , , , ,4,2,2,1
8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,2,2,2
8,1,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2,9,3,8, , , , , , , , , ,1, ,5,4, , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,2,1,1,3,1, , , , , , , , , , ,4,4, , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1,1,1,4, , , , ,1, , , , , , ,8,4, , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3,1, , , , , , , , , , ,4,2,2,2
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,1,1,1
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,4, , ,4, , , , , , , , ,1, , ,5,4, , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,1,1,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1,1,2,2,2,1, , , , , , , , , , ,3,2,1,2
24,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,4, , ,4, , , , , , , , ,1, , ,5,3,4,4
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,4,1, , , , , , , , , , ,4,2,3,3
24,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,1, , , , , , , , ,1, , ,5,4, , 
6,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,3, , ,3,1, , , ,1, , , , , , ,4,1,1,1
6,3,5,1,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,2,1, , ,4, , , , , , , , ,1, , ,5,4, , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,5,1,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,1,3,1, , , , , , , , , , ,4,2,2,2
2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2, , ,3,1, , , , , , , , , , ,4,2,3,2
2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,4,1,4,4,1, , , , , , , , , , ,5,1,2,8
3,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,1, , ,4,1, , , , , , , , , , ,4,2,4,2
2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1,5,5,5,5,5,5,5, , , , , , , , ,1,1, , , , , , , , ,2,2, , ,4,1, , , , , , , , , , ,4,2,4,4
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,2,3,3
10,3,5,5,1,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , ,2,1,1,2
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1, , , , , , , , , , ,4,1,1,1
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,5,2,1,1
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3, , , , , , , , ,1, , ,5,2,4,3
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1,1,2,3,1, , , , , , , , , , ,4,2,3,3
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,4,2,4,4
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,4,1, , , , , , , , , , ,4,2,1,2
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3,5,1,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,4,2,3,3
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3, , ,3,1, , , , , , , , , , ,4,2,2,4
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,3,1, , , , , , , , , , ,4,8, , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,2,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,3,1,1,2,1, , , , , , , , , , ,2,2,3,2
7,5,5,5,5,5,5,1,5, , , , , , , , , , , , , , , , , , ,4,4,1,2,4,1, , , , , , , , , , ,4,2,2,2
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,8,1,1,4,1, , , , , , , , , , ,5,4, , 
13,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,2,4,4
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4, , , , ,1, , , , , , ,4,3,4,4
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,3,1,1,4, , , , ,1, , , , , , ,4,3,4,2
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,5,4, , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3,1,5,5,1,5,5,5, , , , , , , , , , , , , , , , , , ,4,4, , ,3, , , , , , , , ,1, , ,5,4, , 
7,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,4,1,3,3,1, , , , , , , , , , ,5,4, , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3,1,5,1,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,2,1,2,3, , , , ,1, , , , , , ,5,2,4,3
13,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3,1, , , , , , , , , , ,4,2,1,1
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,4,2,1,1,3, , , , , , , , ,1, , ,5,3,4,4
13,3,1,5,1,5,5,5,5, , , , , , , , ,1,1, , , , , , , , ,1,1, , ,3,1, , , , , , , , , , ,4,2,2,2
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1,5,1,5,1,5,5,5, , , , , , , , ,1,5,1,1,5,5,5,5,1,5,4,4,2,2,3,1, , , , , , , , , , ,5,3,3,3
13,1,5,5,1,1,5,5,5, , , , , , , , ,1,1, , , , , , , , ,1,2,1,1,3, , , , ,1, , , , , , ,4,2,3,2
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3,1,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,3,1, , , , , , , , , , ,4,2,4,2
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,1,1,1,1,1,5,5,5, , , , , , , , , , , , , , , , , , ,4,4,1,1,3,1, , , , , , , , , , ,5,3,4,4
13,1,5,5,5,5,5,5,5, , , , , , , , ,1,1, , , , , , , , ,2,1, , ,3,1, , , , , , , , , , ,4,8, , 
13,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,3, , , , , , , , ,1, , ,5,3,2,2
13,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5,5,1,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,4, , , , , , , , ,1, , ,5,4, , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5,5,5,1,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1,1,1,4,1, , , , , , , , , , ,5,3,4,4
10,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,1,2,2,2,1, , , , , , , , , , ,5,2,4,3
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,1,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,3,1,2,3, , ,1, , , , , , , , ,4,2,1,1
10,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,3,5,5,5,5,5,5,5, , , , , , , , ,1,5,5,1,1,5,1,5,1,5,1,1, , ,4, , , , , , , , ,1, , ,4,2,2,3
10,5,5,1,1,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,2, , ,2,1, , , , , , , , , , ,4,2,2,2
10,1,5,5,5,5,5,5,5, , , , , , , , ,1,1, , , , , , , , ,1,3, , ,3,1, , , , , , , , , , ,3,2,2,3
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,2,3, , ,2,1, , , , , , , , , , ,5,2,4,3
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,1, , ,3, , , , ,1, , , , , , ,4,2,3,4
13,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,1,4, , ,2, , , , ,1, , , , , , ,4,2,2,2
7,3,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , ,3,3,3,3,4,1, , , , , , , , , , ,5,4, , 
